process,hurst_true,repeat,method,estimate,lag1_acf
fGn,0.5,18,nolds_dfa,0.503324069240285,-0.0034944094732375585
fGn,0.5,19,custom_rs,0.5459538195956948,-0.02310664052946583
fGn,0.5,19,custom_dfa,0.4898115431843937,-0.02310664052946583
fGn,0.5,19,nolds_rs,0.5172098654340922,-0.02310664052946583
fGn,0.5,19,nolds_dfa,0.5189115924466213,-0.02310664052946583
fGn,0.5,20,custom_rs,0.5561221758137564,-0.027590009702728527
fGn,0.5,20,custom_dfa,0.5093226638718992,-0.027590009702728527
fGn,0.5,21,custom_rs,0.5327763767489123,0.005071815300412537
fGn,0.5,21,custom_dfa,0.47812075390914294,0.005071815300412537
fGn,0.5,22,custom_rs,0.5324668275519391,-0.012712335258661462
fGn,0.5,22,custom_dfa,0.477747114058904,-0.012712335258661462
fGn,0.5,23,custom_rs,0.5331255217273375,0.006728615646621794
fGn,0.5,23,custom_dfa,0.48930008516292983,0.006728615646621794
fGn,0.5,24,custom_rs,0.5351127660819751,-0.012538189711086807
fGn,0.5,24,custom_dfa,0.45449032220675817,-0.012538189711086807
fGn,0.5,25,custom_rs,0.5381515520375015,-0.000863639883725064
fGn,0.5,25,custom_dfa,0.48707623193963956,-0.000863639883725064
fGn,0.5,26,custom_rs,0.5551187586847017,-0.0009862922817820033
fGn,0.5,26,custom_dfa,0.5145685625101231,-0.0009862922817820033
fGn,0.5,27,custom_rs,0.5622894316223913,0.010358315571543689
fGn,0.5,27,custom_dfa,0.5009975701041922,0.010358315571543689
fGn,0.5,28,custom_rs,0.5717181757775421,-0.0017229761665500597
fGn,0.5,28,custom_dfa,0.5466960518045872,-0.0017229761665500597
fGn,0.5,29,custom_rs,0.5907634602700599,0.024833530891048467
fGn,0.5,29,custom_dfa,0.5407210111239974,0.024833530891048467
fGn,0.5,30,custom_rs,0.5639586408771138,-0.03152165470596682
fGn,0.5,30,custom_dfa,0.5228890348743419,-0.03152165470596682
fGn,0.5,31,custom_rs,0.5511917749071237,0.007124189410680869
fGn,0.5,31,custom_dfa,0.5037019318610853,0.007124189410680869
fGn,0.5,32,custom_rs,0.5554957419391,0.0025095103354396907
fGn,0.5,32,custom_dfa,0.49423367373250754,0.0025095103354396907
fGn,0.5,33,custom_rs,0.5242847889053063,0.007532939719955979
fGn,0.5,33,custom_dfa,0.4614484912675434,0.007532939719955979
fGn,0.5,34,custom_rs,0.5631812459884197,-0.00858103552616284
fGn,0.5,34,custom_dfa,0.49982596614742075,-0.00858103552616284
fGn,0.5,35,custom_rs,0.5370539075744292,-0.0013315158892663347
fGn,0.5,35,custom_dfa,0.5047076825216466,-0.0013315158892663347
fGn,0.5,36,custom_rs,0.529173537570272,0.01739447770763539
fGn,0.5,36,custom_dfa,0.46454615950321737,0.01739447770763539
fGn,0.5,37,custom_rs,0.5558761953950544,0.015572844248756147
fGn,0.5,37,custom_dfa,0.4832756508291758,0.015572844248756147
fGn,0.5,38,custom_rs,0.5581104185630905,-0.01831144205427349
fGn,0.5,38,custom_dfa,0.5151770462831453,-0.01831144205427349
fGn,0.5,39,custom_rs,0.5053498967379433,0.017654236319362235
fGn,0.5,39,custom_dfa,0.4469238071646724,0.017654236319362235
fGn,0.5,40,custom_rs,0.5353828602654999,-0.0030327020118740052
fGn,0.5,40,custom_dfa,0.46914798168829697,-0.0030327020118740052
fGn,0.5,41,custom_rs,0.5417560245326867,-0.01382593392419141
fGn,0.5,41,custom_dfa,0.4791150477925881,-0.01382593392419141
fGn,0.5,42,custom_rs,0.5642902131703464,0.00306382566644119
fGn,0.5,42,custom_dfa,0.5198857755891166,0.00306382566644119
fGn,0.5,43,custom_rs,0.5461654911518111,0.0031050489095814262
fGn,0.5,43,custom_dfa,0.4899287584422584,0.0031050489095814262
fGn,0.5,44,custom_rs,0.5793597254714065,-0.010355746391550798
fGn,0.5,44,custom_dfa,0.5479238388356407,-0.010355746391550798
fGn,0.5,45,custom_rs,0.5075293996789042,0.0094282332803035
fGn,0.5,45,custom_dfa,0.4467673592022905,0.0094282332803035
fGn,0.5,46,custom_rs,0.5712330058338575,-0.010019092188647829
fGn,0.5,46,custom_dfa,0.5179159937269763,-0.010019092188647829
fGn,0.5,47,custom_rs,0.5778595212230135,0.02296566172704888
fGn,0.5,47,custom_dfa,0.5294240334495512,0.02296566172704888
fGn,0.5,48,custom_rs,0.5348648867395995,-0.007633949171643274
fGn,0.5,48,custom_dfa,0.4882326746899918,-0.007633949171643274
fGn,0.5,49,custom_rs,0.5689908906982669,0.01542978447920295
fGn,0.5,49,custom_dfa,0.5258111405870635,0.01542978447920295
fGn,0.5,50,custom_rs,0.5594243512777748,-0.006615866959493393
fGn,0.5,50,custom_dfa,0.4910660837006071,-0.006615866959493393
fGn,0.5,51,custom_rs,0.5241436130460859,-0.0017952618601422693
fGn,0.5,51,custom_dfa,0.4646481427202345,-0.0017952618601422693
fGn,0.5,52,custom_rs,0.586788682326949,0.009891241753141584
fGn,0.5,52,custom_dfa,0.5499416336603975,0.009891241753141584
fGn,0.5,53,custom_rs,0.5505246813254248,0.012795490763704766
fGn,0.5,53,custom_dfa,0.5133308904332384,0.012795490763704766
fGn,0.5,54,custom_rs,0.5351471315401992,0.006468483456718161
fGn,0.5,54,custom_dfa,0.49580788985446084,0.006468483456718161
fGn,0.5,55,custom_rs,0.5302390901478692,0.023851963641227887
fGn,0.5,55,custom_dfa,0.45339589798615315,0.023851963641227887
fGn,0.5,56,custom_rs,0.5576828396634466,-0.00924988930018455
fGn,0.5,56,custom_dfa,0.4978462060301005,-0.00924988930018455
fGn,0.5,57,custom_rs,0.5739927045902182,0.00836393553603893
fGn,0.5,57,custom_dfa,0.5343557038722391,0.00836393553603893
fGn,0.5,58,custom_rs,0.5244160263495411,0.008772067985973263
fGn,0.5,58,custom_dfa,0.4590021032097693,0.008772067985973263
fGn,0.5,59,custom_rs,0.5438975956545167,0.020577857403210015
fGn,0.5,59,custom_dfa,0.4924871235974967,0.020577857403210015
fGn,0.5,60,custom_rs,0.5495772605970042,0.004547261889237968
fGn,0.5,60,custom_dfa,0.48854927393198394,0.004547261889237968
fGn,0.5,61,custom_rs,0.5288888909733421,-0.014302465905804735
fGn,0.5,61,custom_dfa,0.4821144021000754,-0.014302465905804735
fGn,0.5,62,custom_rs,0.5248319117218931,-0.012308425414577986
fGn,0.5,62,custom_dfa,0.4754074316541967,-0.012308425414577986
fGn,0.5,63,custom_rs,0.5793796188313621,0.015568718120900358
fGn,0.5,63,custom_dfa,0.526590243939717,0.015568718120900358
fGn,0.5,64,custom_rs,0.5402742907828725,0.005803312784124456
fGn,0.5,64,custom_dfa,0.49390401903872055,0.005803312784124456
fGn,0.5,65,custom_rs,0.5606022584803954,-0.002897335842724312
fGn,0.5,65,custom_dfa,0.5142946002355786,-0.002897335842724312
fGn,0.5,66,custom_rs,0.5628193674871987,-0.0002571224374301567
fGn,0.5,66,custom_dfa,0.5232632291686229,-0.0002571224374301567
fGn,0.5,67,custom_rs,0.527066282752125,0.009589419810618418
fGn,0.5,67,custom_dfa,0.46403720552695205,0.009589419810618418
fGn,0.5,68,custom_rs,0.5344456544843267,0.004410751826274826
fGn,0.5,68,custom_dfa,0.46684294756405165,0.004410751826274826
fGn,0.5,69,custom_rs,0.5458630587142074,-0.00831828457455868
fGn,0.5,69,custom_dfa,0.49411593732918513,-0.00831828457455868
fGn,0.5,70,custom_rs,0.5536544614540705,0.014390046946445722
fGn,0.5,70,custom_dfa,0.5135967693680971,0.014390046946445722
fGn,0.5,71,custom_rs,0.5299189529035911,-0.005029990766186179
fGn,0.5,71,custom_dfa,0.4616119706044449,-0.005029990766186179
fGn,0.5,72,custom_rs,0.5548641811905873,0.0012087011768563258
fGn,0.5,72,custom_dfa,0.4745083347969867,0.0012087011768563258
fGn,0.5,73,custom_rs,0.5578751258171899,0.02414585009147739
fGn,0.5,73,custom_dfa,0.5017613341093623,0.02414585009147739
fGn,0.5,74,custom_rs,0.5178384291743591,0.03420128449724756
fGn,0.5,74,custom_dfa,0.4696330587486897,0.03420128449724756
fGn,0.5,75,custom_rs,0.5727956377942647,0.006490809701930773
fGn,0.5,75,custom_dfa,0.5218865323815235,0.006490809701930773
fGn,0.5,76,custom_rs,0.5781784122473187,-0.005778401218068046
fGn,0.5,76,custom_dfa,0.5361961507530162,-0.005778401218068046
fGn,0.5,77,custom_rs,0.50851855961024,0.011611713553088094
fGn,0.5,77,custom_dfa,0.4459948908363541,0.011611713553088094
fGn,0.5,78,custom_rs,0.6065960725661343,-0.022272842348262746
fGn,0.5,78,custom_dfa,0.5417002718505831,-0.022272842348262746
fGn,0.5,79,custom_rs,0.541218171999309,-0.0028251016931384073
fGn,0.5,79,custom_dfa,0.467047869359133,-0.0028251016931384073
fGn,0.5,80,custom_rs,0.5472367022846076,0.007148726259892081
fGn,0.5,80,custom_dfa,0.5090786111802267,0.007148726259892081
fGn,0.5,81,custom_rs,0.5424838264683473,0.000529794424460854
fGn,0.5,81,custom_dfa,0.4832520900184439,0.000529794424460854
fGn,0.5,82,custom_rs,0.5135119189439655,-0.0034829668700248556
fGn,0.5,82,custom_dfa,0.44706270973203943,-0.0034829668700248556
fGn,0.5,83,custom_rs,0.5288443664906197,0.021561310469013606
fGn,0.5,83,custom_dfa,0.4534363884540181,0.021561310469013606
fGn,0.5,84,custom_rs,0.5417661490038652,-0.017701268788735416
fGn,0.5,84,custom_dfa,0.494915909066519,-0.017701268788735416
fGn,0.5,85,custom_rs,0.531398504914172,-0.011155898295431874
fGn,0.5,85,custom_dfa,0.4735262828010708,-0.011155898295431874
fGn,0.5,86,custom_rs,0.5515658831707332,-0.023207053009600662
fGn,0.5,86,custom_dfa,0.5055840266960393,-0.023207053009600662
fGn,0.5,87,custom_rs,0.5601526636896832,0.00131632878751875
fGn,0.5,87,custom_dfa,0.5065699774156979,0.00131632878751875
fGn,0.5,88,custom_rs,0.5816904824687147,0.0001560145967451992
fGn,0.5,88,custom_dfa,0.5753885847594924,0.0001560145967451992
fGn,0.5,89,custom_rs,0.5435118334176877,0.014955728718095525
fGn,0.5,89,custom_dfa,0.5063412765293744,0.014955728718095525
fGn,0.5,90,custom_rs,0.5350564876822943,-0.0028054858790571946
fGn,0.5,90,custom_dfa,0.4560910380789221,-0.0028054858790571946
fGn,0.5,91,custom_rs,0.5168407694138297,-0.015629681403828585
fGn,0.5,91,custom_dfa,0.44170100199607615,-0.015629681403828585
fGn,0.5,92,custom_rs,0.5427064996816463,-0.000607524034810399
fGn,0.5,92,custom_dfa,0.4829546881711403,-0.000607524034810399
fGn,0.5,93,custom_rs,0.569097607968617,-0.0013488989918586194
fGn,0.5,93,custom_dfa,0.5327553010950852,-0.0013488989918586194
fGn,0.5,94,custom_rs,0.5370136561173523,0.018758904666791608
fGn,0.5,94,custom_dfa,0.4659826176175916,0.018758904666791608
fGn,0.5,95,custom_rs,0.5374812276801848,-0.002210913575302356
fGn,0.5,95,custom_dfa,0.4776975832351566,-0.002210913575302356
fGn,0.5,96,custom_rs,0.5228231758945834,0.018015335192262127
fGn,0.5,96,custom_dfa,0.46760036520605885,0.018015335192262127
fGn,0.5,97,custom_rs,0.5475579236309198,-0.01177364772492323
fGn,0.5,97,custom_dfa,0.5217654180272784,-0.01177364772492323
fGn,0.5,98,custom_rs,0.5705467924563603,0.005622036309421114
fGn,0.5,98,custom_dfa,0.5238714977037039,0.005622036309421114
fGn,0.5,99,custom_rs,0.5607521731106355,0.01994108278090308
fGn,0.5,99,custom_dfa,0.5260469841319411,0.01994108278090308
fGn,0.7,0,custom_rs,0.7469672835196558,0.3116742758237025
fGn,0.7,0,custom_dfa,0.7476529689168022,0.3116742758237025
fGn,0.7,0,nolds_rs,0.6668440433766465,0.3116742758237025
fGn,0.7,0,nolds_dfa,0.7176980459276103,0.3116742758237025
fGn,0.7,1,custom_rs,0.7203970240132873,0.29931999050746594
fGn,0.7,1,custom_dfa,0.7031888750997163,0.29931999050746594
fGn,0.7,1,nolds_rs,0.6897318594992466,0.29931999050746594
fGn,0.7,1,nolds_dfa,0.7188481006524615,0.29931999050746594
fGn,0.7,2,custom_rs,0.6789472732155357,0.33022001266764434
fGn,0.7,2,custom_dfa,0.6445023628093478,0.33022001266764434
fGn,0.7,2,nolds_rs,0.6724655932106549,0.33022001266764434
fGn,0.7,2,nolds_dfa,0.7193896905521939,0.33022001266764434
fGn,0.7,3,custom_rs,0.7711591927374246,0.3466403620300681
fGn,0.7,3,custom_dfa,0.7498888066451017,0.3466403620300681
fGn,0.7,3,nolds_rs,0.656746441545755,0.3466403620300681
fGn,0.7,3,nolds_dfa,0.7415072649248348,0.3466403620300681
fGn,0.7,4,custom_rs,0.7179104848967485,0.342088050495792
fGn,0.7,4,custom_dfa,0.706749029158555,0.342088050495792
fGn,0.7,4,nolds_rs,0.6554513226017987,0.342088050495792
fGn,0.7,4,nolds_dfa,0.7347470659470398,0.342088050495792
fGn,0.7,5,custom_rs,0.6912633200620275,0.30847454037544586
fGn,0.7,5,custom_dfa,0.6807741531995788,0.30847454037544586
fGn,0.7,5,nolds_rs,0.6125250556664916,0.30847454037544586
fGn,0.7,5,nolds_dfa,0.6834857378893523,0.30847454037544586
fGn,0.7,6,custom_rs,0.7190115517094264,0.28723647303254374
fGn,0.7,6,custom_dfa,0.6851945835714538,0.28723647303254374
fGn,0.7,6,nolds_rs,0.6765915325797212,0.28723647303254374
fGn,0.7,6,nolds_dfa,0.7276826767040625,0.28723647303254374
fGn,0.7,7,custom_rs,0.7051942078474422,0.332169264881703
fGn,0.7,7,custom_dfa,0.6747685514176474,0.332169264881703
fGn,0.7,7,nolds_rs,0.5960604435525345,0.332169264881703
fGn,0.7,7,nolds_dfa,0.7158423983338426,0.332169264881703
fGn,0.7,8,custom_rs,0.6865594420715965,0.31402564181416825
fGn,0.7,8,custom_dfa,0.6413229111268972,0.31402564181416825
fGn,0.7,8,nolds_rs,0.6386660098422567,0.31402564181416825
fGn,0.7,8,nolds_dfa,0.6895289686793799,0.31402564181416825
fGn,0.7,9,custom_rs,0.7291867347138793,0.3378909002691109
fGn,0.7,9,custom_dfa,0.7052085512990198,0.3378909002691109
fGn,0.7,9,nolds_rs,0.6373623438787819,0.3378909002691109
fGn,0.7,9,nolds_dfa,0.7168173256222855,0.3378909002691109
fGn,0.7,10,custom_rs,0.7198609324680285,0.32094939356410435
fGn,0.7,10,custom_dfa,0.6948413319494189,0.32094939356410435
fGn,0.7,10,nolds_rs,0.6564891972438618,0.32094939356410435
fGn,0.7,10,nolds_dfa,0.7249947985938319,0.32094939356410435
fGn,0.7,11,custom_rs,0.7065872795580783,0.3541510801949825
fGn,0.7,11,custom_dfa,0.6783082453509383,0.3541510801949825
fGn,0.7,11,nolds_rs,0.6738757540868213,0.3541510801949825
fGn,0.7,11,nolds_dfa,0.7239296895870477,0.3541510801949825
fGn,0.7,12,custom_rs,0.7027742860456397,0.303106313455207
fGn,0.7,12,custom_dfa,0.6898876351064851,0.303106313455207
fGn,0.7,12,nolds_rs,0.6177081935221299,0.303106313455207
fGn,0.7,12,nolds_dfa,0.6981608203569012,0.303106313455207
fGn,0.7,13,custom_rs,0.7215265879600776,0.3234363771547939
fGn,0.7,13,custom_dfa,0.721216302693564,0.3234363771547939
fGn,0.7,13,nolds_rs,0.6314037202598843,0.3234363771547939
fGn,0.7,13,nolds_dfa,0.7035026074580022,0.3234363771547939
fGn,0.7,14,custom_rs,0.6664036585271215,0.27764496286225493
fGn,0.7,14,custom_dfa,0.616800897696272,0.27764496286225493
fGn,0.7,14,nolds_rs,0.6750313696925151,0.27764496286225493
fGn,0.7,14,nolds_dfa,0.6941596614047236,0.27764496286225493
fGn,0.7,15,custom_rs,0.7035400537861619,0.332302958463037
fGn,0.7,15,custom_dfa,0.668899971474615,0.332302958463037
fGn,0.7,15,nolds_rs,0.669212619765696,0.332302958463037
fGn,0.7,15,nolds_dfa,0.728717807517667,0.332302958463037
fGn,0.7,16,custom_rs,0.6532451830113487,0.31094666184136965
fGn,0.7,16,custom_dfa,0.6220961801778324,0.31094666184136965
fGn,0.7,16,nolds_rs,0.6757980516619383,0.31094666184136965
fGn,0.7,16,nolds_dfa,0.7211040193799421,0.31094666184136965
fGn,0.7,17,custom_rs,0.7064647499359428,0.2970673427327888
fGn,0.7,17,custom_dfa,0.677077249000196,0.2970673427327888
fGn,0.7,17,nolds_rs,0.6456138479057121,0.2970673427327888
fGn,0.7,17,nolds_dfa,0.6986604766004121,0.2970673427327888
fGn,0.7,18,custom_rs,0.6911679791192087,0.2737236645166982
fGn,0.7,18,custom_dfa,0.6516156869232134,0.2737236645166982
fGn,0.7,18,nolds_rs,0.64072308477858,0.2737236645166982
fGn,0.7,18,nolds_dfa,0.6953962534721457,0.2737236645166982
fGn,0.7,19,custom_rs,0.6981686534488443,0.32723859848741704
fGn,0.7,19,custom_dfa,0.6927140450378968,0.32723859848741704
fGn,0.7,19,nolds_rs,0.6442596308006523,0.32723859848741704
fGn,0.7,19,nolds_dfa,0.7013845863864601,0.32723859848741704
fGn,0.7,20,custom_rs,0.6858313312513226,0.3148276048571129
fGn,0.7,20,custom_dfa,0.6658767812288744,0.3148276048571129
fGn,0.7,21,custom_rs,0.7304736314010696,0.3525356411647711
fGn,0.7,21,custom_dfa,0.7395732871430135,0.3525356411647711
fGn,0.7,22,custom_rs,0.7202342844216114,0.3184841997264017
fGn,0.7,22,custom_dfa,0.7042010914042902,0.3184841997264017
fGn,0.7,23,custom_rs,0.7359881878595573,0.34352891094101584
fGn,0.7,23,custom_dfa,0.7291667996983954,0.34352891094101584
fGn,0.7,24,custom_rs,0.7276146585975455,0.299864093631348
fGn,0.7,24,custom_dfa,0.7277289029513812,0.299864093631348
fGn,0.7,25,custom_rs,0.6816298910045225,0.29512783197830367
fGn,0.7,25,custom_dfa,0.6805762874023488,0.29512783197830367
fGn,0.7,26,custom_rs,0.6841237323283679,0.3148461357211811
fGn,0.7,26,custom_dfa,0.662174328877323,0.3148461357211811
fGn,0.7,27,custom_rs,0.6444576396206035,0.2844411332765358
fGn,0.7,27,custom_dfa,0.6007485350302063,0.2844411332765358
fGn,0.7,28,custom_rs,0.706631718292425,0.3375907865805643
fGn,0.7,28,custom_dfa,0.6577308136966639,0.3375907865805643
fGn,0.7,29,custom_rs,0.7314376853222693,0.3153392943942643
fGn,0.7,29,custom_dfa,0.7159463962638908,0.3153392943942643
fGn,0.7,30,custom_rs,0.7084479416914575,0.34098907990010224
fGn,0.7,30,custom_dfa,0.6903209231583347,0.34098907990010224
fGn,0.7,31,custom_rs,0.720525689813183,0.32948386128225826
fGn,0.7,31,custom_dfa,0.7288462839628483,0.32948386128225826
fGn,0.7,32,custom_rs,0.6901677675324807,0.29748162374201664
fGn,0.7,32,custom_dfa,0.6562682043229902,0.29748162374201664
fGn,0.7,33,custom_rs,0.71190567218804,0.3263820815128149
fGn,0.7,33,custom_dfa,0.6712248400657419,0.3263820815128149
fGn,0.7,34,custom_rs,0.7971461188753584,0.3420283514724028
fGn,0.7,34,custom_dfa,0.8093680925025903,0.3420283514724028
fGn,0.7,35,custom_rs,0.6799865182138903,0.30670597627606416
fGn,0.7,35,custom_dfa,0.6642377668356558,0.30670597627606416
fGn,0.7,36,custom_rs,0.6931537134790299,0.33519371249920793
fGn,0.7,36,custom_dfa,0.6529571972679205,0.33519371249920793
fGn,0.7,37,custom_rs,0.7116103482463119,0.3058327598028259
fGn,0.7,37,custom_dfa,0.7320723741528282,0.3058327598028259
fGn,0.7,38,custom_rs,0.6877180010696439,0.32539255935982364
fGn,0.7,38,custom_dfa,0.6487001153137639,0.32539255935982364
fGn,0.7,39,custom_rs,0.7515915759783676,0.3365457424329088
fGn,0.7,39,custom_dfa,0.7293771736693426,0.3365457424329088
fGn,0.7,40,custom_rs,0.7399200603866498,0.3372346261970227
fGn,0.7,40,custom_dfa,0.733826358102079,0.3372346261970227
fGn,0.7,41,custom_rs,0.683553088865349,0.30588795065019136
fGn,0.7,41,custom_dfa,0.6536066449738502,0.30588795065019136
fGn,0.7,42,custom_rs,0.7165306006127936,0.32625443536165116
fGn,0.7,42,custom_dfa,0.70200036946585,0.32625443536165116
fGn,0.7,43,custom_rs,0.7143290337607039,0.31686430325302567
fGn,0.7,43,custom_dfa,0.7180513086872924,0.31686430325302567
fGn,0.7,44,custom_rs,0.736558637991314,0.3395758718055573
fGn,0.7,44,custom_dfa,0.7267850267443546,0.3395758718055573
fGn,0.7,45,custom_rs,0.7216633671434671,0.31417014100612417
fGn,0.7,45,custom_dfa,0.7207234284050513,0.31417014100612417
fGn,0.7,46,custom_rs,0.6945568330530931,0.33745352631760084
fGn,0.7,46,custom_dfa,0.6813623796794561,0.33745352631760084
fGn,0.7,47,custom_rs,0.735188558979592,0.316942175579406
fGn,0.7,47,custom_dfa,0.7240200762953869,0.316942175579406
fGn,0.7,48,custom_rs,0.6750209933524406,0.33600526472807296
fGn,0.7,48,custom_dfa,0.6422460006527932,0.33600526472807296
fGn,0.7,49,custom_rs,0.7118520042866453,0.34974492087969844
fGn,0.7,49,custom_dfa,0.7087596546361836,0.34974492087969844
fGn,0.7,50,custom_rs,0.7115627729961962,0.3184357569839438
fGn,0.7,50,custom_dfa,0.6813840486865556,0.3184357569839438
fGn,0.7,51,custom_rs,0.7132343605868997,0.30497580304773636
fGn,0.7,51,custom_dfa,0.715972670090797,0.30497580304773636
fGn,0.7,52,custom_rs,0.7022871842113446,0.30409490863172267
fGn,0.7,52,custom_dfa,0.6874109951208661,0.30409490863172267
fGn,0.7,53,custom_rs,0.7138137891678694,0.32226747446139087
fGn,0.7,53,custom_dfa,0.6737092687053663,0.32226747446139087
fGn,0.7,54,custom_rs,0.6684635541872502,0.3016385399659912
fGn,0.7,54,custom_dfa,0.6437435757395551,0.3016385399659912
fGn,0.7,55,custom_rs,0.7230045774009226,0.32995136612403386
fGn,0.7,55,custom_dfa,0.690006599272349,0.32995136612403386
fGn,0.7,56,custom_rs,0.7116013591515195,0.31417860943616716
